"CustomerAge","Married","HouseholdSize","AccountAge","PaymentMethod","LastNewPhone","BasePlan","IntlPlan","Deal","CustServCall","NumVmail","NumText","NumApps","DayMin","DayCall","DayCharge","EveMin","EveCall","EveCharge","NightMin","NightCall","NightCharge","IntlMin","IntlCall","IntlCharge","DayData","EveData","NightData","Cancel"
55,"divorced",3,64,"Check",29,"deluxe","Yes","No",3,0,0,21,181.4,62,29.59,173.5,98,17.92,217.7,81,13.44,15.3,5,4.28,67.8,154,136,"No"
30,"divorced",3,64,"Automatic",4,"standard","Yes","Yes",3,0,55,3,221.4,72,36.13,216.3,124,22.21,220,62,13.56,8.7,4,2.45,184.7,176,166,"No"
50,"single",1,65,"Automatic",14,"deluxe","Yes","No",0,0,0,8,260.8,64,42.58,120.6,122,13.77,233.3,88,14.3,7.7,4,2.16,87.9,193,302,"No"
31,"single",5,65,"Automatic",10,"economy","Yes","No",2,20,80,18,308.1,82,50.29,248.3,78,22.71,184.3,66,11.54,12,6,3.36,83.1,185,272,"No"
40,"married",5,65,"Automatic",20,"deluxe","Yes","No",2,0,160,20,228.7,61,37.32,248.9,80,25.56,129.7,82,7.31,10.4,2,2.92,12.9,114,161,"No"
62,"divorced",3,65,"Automatic",30,"deluxe","Yes","Yes",1,0,32,10,280.9,42,45.84,257.2,111,27.81,227,72,13.96,12.5,4,3.5,126.6,128,234,"No"
58,"divorced",5,65,"Automatic",3,"economy","Yes","No",1,29,0,3,291.4,77,47.54,211.8,124,24.48,225.7,72,13.88,9.1,5,2.57,11.3,121,165,"No"
43,"single",5,65,"Credit",18,"standard","Yes","No",2,0,160,19,334.3,67,54.55,242.2,99,21.92,191.4,92,11.94,8.1,4,2.28,146,75,214,"No"
37,"single",2,66,"Automatic",14,"economy","Yes","No",2,28,73,11,263.8,48,43.04,278.5,125,25.8,212.1,48,13.1,13.3,2,3.73,107.3,134,128,"No"
36,"divorced",2,66,"Check",19,"standard","Yes","Yes",2,0,79,8,135.1,56,22.03,187.8,64,17.88,236.4,53,14.48,9.7,2,2.71,132.3,56,116,"No"
37,"married",5,66,"Automatic",7,"economy","Yes","No",3,0,89,20,266.6,75,43.51,87.6,102,11.88,222.1,102,13.68,13.8,7,3.84,134.7,78,192,"No"
57,"married",3,66,"Automatic",4,"economy","Yes","No",2,0,68,9,347.5,62,56.71,229.1,110,26.4,116.6,76,6.54,12.9,4,3.62,80.7,166,175,"No"
61,"married",5,66,"Credit",24,"standard","Yes","No",2,0,155,7,247.9,43,40.46,214.7,61,25,191.6,77,10.76,13.3,6,3.73,187.1,115,192,"No"
61,"divorced",1,67,"Automatic",8,"standard","No","No",0,0,160,9,283.1,62,46.2,290.1,109,28.22,213.6,106,13.2,11.4,2,3.2,62.9,181,201,"Yes"
52,"single",5,67,"Automatic",33,"standard","Yes","No",1,0,58,9,357.5,78,58.34,217.4,118,21.08,248.1,54,13.94,9.4,2,2.63,42.8,78,130,"Yes"
34,"single",4,67,"Check",24,"standard","Yes","No",2,0,60,13,61.9,69,10.1,157.4,68,13.36,162,71,10.28,10.2,6,2.87,163.7,60,177,"No"
57,"divorced",3,67,"Automatic",14,"deluxe","Yes","No",4,24,198,10,257.8,79,42.08,150.9,94,18.44,237.6,98,14.62,6.6,6,1.87,127.4,211,89,"Yes"
41,"divorced",4,67,"Check",9,"standard","No","No",0,26,127,17,365.6,72,59.66,225.2,87,25.84,114.7,62,7.62,14.6,11,4.08,87.1,212,270,"Yes"
52,"married",4,67,"Automatic",30,"economy","Yes","No",3,0,0,10,172,63,28.08,259.5,58,26.58,222.4,61,13.75,11.7,2,3.26,59.7,45,254,"No"
53,"single",5,67,"Automatic",23,"economy","Yes","Yes",2,0,0,12,398.5,65,65.04,265.8,107,27.31,255.6,58,14.42,12.2,4,3.41,33.1,165,222,"Yes"
32,"divorced",1,67,"Automatic",11,"standard","Yes","Yes",2,36,41,5,144.4,50,23.57,187.8,93,22.08,184.2,87,11.53,10.6,2,2.98,163.7,82,264,"Yes"
33,"single",4,67,"Automatic",30,"standard","No","No",3,26,140,13,176.3,76,28.76,178.6,77,18.34,264.1,86,16.1,12.2,6,3.41,144.4,50,313,"No"
29,"married",4,68,"Automatic",7,"economy","Yes","No",1,0,107,21,367.3,66,59.94,186.8,122,20.66,242.8,81,13.7,18,4,5.04,156.5,63,201,"Yes"
42,"married",2,68,"Automatic",30,"deluxe","No","Yes",0,29,138,16,300.3,59,49.01,247,123,25.28,202.3,105,12.62,13.8,2,3.84,133.9,208,308,"Yes"
66,"married",2,68,"Automatic",29,"standard","Yes","Yes",1,0,0,8,177,71,28.88,174.7,96,16.71,203.8,74,11.5,10.7,5,3,62.1,194,203,"No"
35,"married",4,68,"Check",21,"standard","Yes","No",2,30,50,19,256.3,54,41.83,208.2,126,18.68,302.8,78,18.23,11.5,2,3.24,133.9,115,140,"Yes"
39,"divorced",4,69,"Automatic",32,"standard","No","Yes",0,0,139,13,219.6,55,35.84,204.6,68,19.7,128,80,8.42,14.5,6,4.06,80.7,222,275,"Yes"
35,"divorced",1,69,"Automatic",30,"standard","Yes","Yes",0,0,0,9,137.5,62,22.44,179.7,86,19.94,229.4,93,12.95,10.5,4,2.95,155.7,152,295,"No"
38,"married",2,69,"Automatic",31,"standard","Yes","Yes",3,0,94,5,161,75,26.28,258,82,28.06,170.7,65,9.64,11.5,4,3.24,175,107,314,"No"
79,"divorced",1,69,"Credit",13,"economy","Yes","No",1,0,82,12,285.5,62,46.58,237.4,103,25.85,172.1,100,9.66,13.8,2,3.88,96.8,218,312,"No"
55,"single",4,69,"Credit",20,"standard","Yes","No",1,30,0,8,253.3,71,41.33,325.9,83,33.38,277.9,42,16.88,12.7,4,3.55,110.5,68,261,"No"
39,"single",2,69,"Check",32,"standard","Yes","No",1,0,193,4,342,70,55.81,227.2,108,26.29,279.7,60,15.79,13.8,2,3.84,177.5,149,113,"Yes"
41,"divorced",2,69,"Automatic",9,"economy","Yes","No",1,31,68,10,209.3,76,34.15,237,83,27.04,206.9,79,11.63,12.8,5,3.59,87.9,145,230,"No"
31,"married",4,70,"Credit",25,"standard","No","Yes",3,0,200,9,201.7,53,32.92,155,86,15.85,252.2,54,14.17,13,2,3.65,25,176,86,"No"
42,"single",2,70,"Check",29,"standard","Yes","No",0,0,0,4,226.2,48,36.92,152.2,110,18.58,267,74,16.21,11.7,2,3.26,172.6,216,274,"No"
28,"divorced",2,70,"Automatic",23,"standard","Yes","No",1,0,58,14,302,81,49.27,315.4,92,30.99,163.6,50,10.38,10.1,5,2.83,25,147,233,"No"
68,"married",1,70,"Check",11,"standard","No","Yes",2,0,119,12,324.8,50,53,225.8,78,23.34,204.3,74,11.52,13.8,2,3.84,161.3,131,310,"Yes"
63,"single",1,70,"Automatic",23,"standard","No","No",1,0,144,18,476.9,35,77.83,261.1,73,26.65,290.8,78,16.36,13.8,8,3.88,105.7,75,305,"Yes"
35,"single",3,70,"Automatic",13,"standard","No","Yes",1,19,67,5,208.3,63,34.01,155.3,82,15.78,222.4,87,12.5,10.4,4,2.92,45.2,103,181,"No"
25,"married",4,70,"Automatic",4,"economy","Yes","Yes",1,0,40,21,223.6,53,36.48,156.8,99,19.07,60.5,94,4.62,14.8,2,4.14,59.7,135,291,"No"
24,"divorced",5,70,"Credit",13,"standard","No","Yes",1,0,160,11,309.8,86,50.56,113.4,78,14.36,148,100,8.29,18,8,5.04,166.2,211,179,"Yes"
56,"married",1,70,"Automatic",4,"economy","Yes","Yes",2,24,150,15,250.4,58,40.87,175.7,90,20.92,174.4,66,10.98,11,5,3.08,183.9,140,281,"No"
30,"married",2,70,"Automatic",4,"economy","Yes","No",1,0,90,16,81,80,13.21,174.8,54,20.92,222.5,67,12.55,9.8,2,2.75,121.8,172,89,"No"
57,"single",3,71,"Check",17,"economy","Yes","Yes",6,0,260,19,203.6,46,33.24,171.5,94,20.41,227.4,95,12.83,12.8,2,3.59,71.8,209,112,"Yes"
38,"single",2,71,"Automatic",14,"standard","Yes","No",0,0,0,7,360.1,72,58.76,153.2,93,17.22,153.8,57,9.82,14.3,4,4.03,103.2,65,118,"No"
36,"married",4,71,"Check",23,"economy","Yes","Yes",1,0,104,7,211.8,43,34.56,233.2,110,25.5,279.2,66,15.76,3.7,2,1.03,10.5,196,154,"No"
43,"divorced",1,72,"Automatic",19,"deluxe","Yes","Yes",0,21,73,7,308.3,68,50.3,198,92,23.05,234.6,57,13.24,10.2,4,2.87,185.5,203,185,"No"
34,"single",1,72,"Automatic",20,"deluxe","Yes","No",0,0,0,2,268.7,70,43.85,187.7,98,16.56,188.9,80,10.6,9.3,4,2.59,159.7,65,171,"No"
42,"divorced",5,72,"Automatic",32,"deluxe","Yes","No",1,0,0,15,187.1,72,30.54,284.6,90,30.55,231.8,79,14.28,4.6,2,1.28,141.2,66,103,"No"
59,"married",5,72,"Credit",18,"deluxe","No","Yes",0,0,226,10,382.1,78,62.35,163.6,104,16.64,271.4,54,15.26,9.6,10,2.68,172.6,189,292,"Yes"
47,"married",5,72,"Automatic",33,"economy","Yes","No",1,28,29,14,388.2,45,63.35,159.7,80,17.64,237.4,71,13.4,12.5,4,3.5,168.6,53,299,"No"
70,"single",3,72,"Automatic",11,"standard","Yes","No",4,0,55,20,177.5,88,28.98,238.5,76,25.8,219.9,85,12.41,13.2,6,3.71,74.2,161,174,"Yes"
45,"married",2,73,"Credit",24,"economy","Yes","No",1,32,191,11,146.7,49,23.94,216.6,70,21.01,200.4,90,11.32,12.6,2,3.53,20.2,132,240,"No"
28,"married",3,73,"Credit",22,"deluxe","Yes","Yes",1,26,144,6,217.4,66,35.48,335.1,76,35.81,221.1,73,13.68,9.3,6,2.59,174.2,163,174,"No"
37,"married",2,73,"Automatic",22,"deluxe","Yes","No",1,0,68,8,293.5,71,47.89,244.7,87,22.26,263.3,94,14.86,2.8,4,0.79,57.3,47,270,"No"
61,"single",1,73,"Automatic",28,"standard","Yes","No",3,0,0,14,160.1,62,26.12,97.8,67,11.61,191.1,72,10.79,11,2,3.07,130.7,156,224,"No"
35,"married",3,73,"Check",28,"economy","Yes","No",3,0,82,8,290.5,77,47.41,167.5,110,14.58,141.9,90,9.2,13.8,5,3.84,150,137,186,"No"
37,"divorced",5,73,"Automatic",11,"economy","Yes","Yes",1,0,25,22,285.6,54,46.61,205.4,104,21.01,275.5,63,16.75,7,2,1.99,93.6,105,286,"No"
45,"married",5,74,"Automatic",14,"standard","Yes","No",2,27,0,20,256.1,75,41.78,297.4,70,27.83,173.9,86,10.96,13.4,2,3.76,189.6,56,114,"No"
35,"divorced",3,74,"Credit",15,"standard","Yes","Yes",2,0,84,5,282,66,46.03,242,98,22.06,274.5,73,15.44,9.6,6,2.68,194.4,89,306,"No"
68,"married",4,74,"Automatic",19,"standard","Yes","Yes",2,0,60,3,209.7,84,34.22,262.5,97,29.75,196.1,80,12.2,5.1,2,1.43,164.6,61,186,"No"
33,"married",5,75,"Automatic",3,"economy","Yes","No",0,0,114,20,247.3,80,40.36,181.8,81,19.89,287.2,74,16.21,11.4,4,3.18,160.5,77,290,"No"
45,"married",1,75,"Automatic",28,"standard","Yes","Yes",1,0,70,4,296.3,66,48.36,196.7,86,21.77,226.8,82,13.94,9,6,2.51,67,124,90,"No"
51,"single",5,75,"Automatic",20,"economy","Yes","No",1,28,0,15,240.9,43,39.31,205.6,68,22.67,231.3,75,14.26,13.8,6,3.84,62.9,209,234,"No"
35,"single",1,75,"Automatic",26,"standard","Yes","No",3,0,61,2,181,57,29.53,143.3,101,11.86,270.7,82,15.22,10.6,5,2.98,140.4,145,158,"No"
39,"married",3,75,"Automatic",14,"standard","Yes","Yes",1,0,110,15,319.6,49,52.15,160.2,95,19.17,226,82,13.96,11,2,3.07,69.4,50,193,"No"
46,"single",5,75,"Automatic",33,"standard","Yes","No",1,0,56,20,289.7,74,47.28,229.6,79,26.2,190.2,64,11.88,7.5,6,2.1,163.7,187,174,"No"
65,"single",1,75,"Credit",14,"standard","No","Yes",0,32,192,14,249,38,40.64,223.8,107,21.66,227.6,82,12.84,17.6,4,4.92,158.1,91,314,"Yes"
32,"married",4,75,"Check",22,"standard","Yes","No",2,0,44,6,237.5,61,38.76,143.8,82,13.46,183.5,75,11.54,12.2,1,3.41,129.1,78,276,"No"
41,"married",1,75,"Automatic",11,"economy","Yes","No",2,0,0,16,177.4,50,28.94,194.7,106,22.87,247.4,78,15.17,11.7,2,3.26,47.6,115,157,"No"
70,"divorced",4,75,"Automatic",22,"deluxe","Yes","No",0,0,108,13,129.4,59,21.12,154.3,73,15.78,225.7,66,12.68,10.5,2,2.95,87.1,150,205,"No"
34,"married",2,76,"Automatic",13,"standard","Yes","Yes",1,0,120,15,294.1,72,48,270.2,94,30.62,247.1,74,13.88,8.7,2,2.45,179.9,181,218,"Yes"
35,"single",1,76,"Automatic",24,"standard","No","Yes",3,22,46,19,172.8,59,28.21,287.8,92,28.07,226.8,83,13.94,14.8,6,4.14,92,172,123,"Yes"
30,"single",3,76,"Automatic",8,"standard","No","Yes",1,26,154,20,268.8,72,43.87,177.7,89,18.34,215.7,66,12.12,14.1,8,3.95,133.9,66,199,"Yes"
43,"single",3,76,"Automatic",26,"standard","Yes","No",2,0,108,14,302,62,49.27,147.5,131,16.46,216.5,77,13.43,11.2,4,3.16,62.1,214,132,"No"
27,"single",5,76,"Automatic",29,"standard","Yes","No",2,0,238,5,343.6,82,56.08,266.3,109,28.57,288.5,74,17.42,9.3,6,2.59,158.9,83,105,"Yes"
40,"married",3,76,"Credit",22,"standard","Yes","No",1,0,47,14,211.3,70,34.49,203.4,98,20.72,269.6,87,16.4,14.6,6,4.12,139.5,161,90,"No"
30,"divorced",1,77,"Automatic",23,"standard","Yes","No",1,0,41,14,293.5,55,47.89,214.5,72,20.46,271.1,78,15.25,5.9,4,1.67,161.3,104,94,"No"
64,"married",3,77,"Automatic",33,"deluxe","Yes","No",3,0,61,4,144,72,23.5,86.3,96,7.39,179.2,84,10.06,16.4,6,4.61,187.1,130,96,"No"
34,"married",1,77,"Automatic",29,"economy","Yes","Yes",2,28,118,8,268,40,43.73,199.3,85,21.86,161,98,10.3,13.8,2,3.84,169.4,149,166,"No"
38,"married",3,77,"Check",19,"standard","No","No",2,0,190,17,384.8,58,62.8,259.4,82,23.78,181,90,11.35,8.7,10,2.45,175.8,60,86,"Yes"
45,"married",1,77,"Automatic",18,"standard","Yes","No",1,0,146,4,316.7,70,51.68,80.2,78,8.32,261,80,15.88,13.8,4,3.84,30.7,102,106,"No"
64,"married",1,77,"Automatic",10,"standard","No","Yes",1,30,83,7,373.3,62,60.94,264.3,94,24.28,175,66,11.02,8.6,2,2.39,104.9,140,147,"Yes"
63,"married",4,77,"Automatic",15,"standard","No","No",2,0,72,11,311.7,62,50.87,238,104,27.15,78,70,4.34,18.3,4,5.14,12.9,214,272,"Yes"
60,"divorced",5,78,"Automatic",7,"economy","Yes","No",2,0,0,12,215.1,69,35.1,177.8,105,21.07,206.5,73,12.84,9,4,2.51,169.4,177,151,"No"
51,"divorced",3,78,"Check",17,"standard","Yes","Yes",0,0,79,4,383.5,70,62.58,196.2,63,23.11,268.7,65,15.16,12.2,6,3.41,20.2,220,142,"Yes"
49,"single",5,78,"Automatic",8,"economy","Yes","No",3,0,42,6,319.1,78,52.09,304.8,105,28.43,211.7,86,13.15,0,0,0,50,66,182,"No"
33,"married",2,78,"Check",24,"economy","Yes","No",3,27,0,17,197.2,46,32.18,175.2,85,16.76,135.6,53,8.81,9.8,4,2.75,24.2,96,110,"No"
35,"married",4,78,"Automatic",29,"standard","Yes","No",1,35,20,15,251.9,66,41.1,217,103,25.15,181.5,84,11.45,12.4,6,3.47,117.8,167,257,"No"
51,"married",1,78,"Check",18,"standard","Yes","Yes",0,0,144,18,320.1,61,52.25,315.5,102,31,270.1,80,15.18,13.4,6,3.76,141.2,56,298,"Yes"
49,"married",2,78,"Automatic",1,"economy","Yes","No",1,21,114,6,241.6,53,39.43,268.5,124,27.65,282.5,117,15.95,14.6,6,4.12,9.7,149,266,"No"
25,"divorced",5,78,"Automatic",3,"standard","Yes","No",0,0,0,4,327.3,53,53.41,288.9,86,31.13,203.2,102,11.47,12.2,10,3.44,69.4,87,120,"Yes"
60,"married",4,78,"Automatic",18,"standard","Yes","No",0,0,103,5,10.9,64,1.76,141.8,76,14.57,164.8,68,10.51,12.6,1,3.53,95.2,50,219,"No"
69,"divorced",3,78,"Automatic",12,"economy","Yes","No",1,0,121,16,234.1,62,38.18,162.2,94,13.77,241.6,58,13.58,15.6,2,4.38,40.3,106,320,"No"
38,"married",2,78,"Automatic",32,"deluxe","Yes","Yes",1,0,0,18,271.3,58,44.27,317.2,73,29.86,180,81,10.15,7,6,1.96,23.4,103,253,"No"
44,"divorced",3,78,"Automatic",6,"standard","Yes","No",1,0,127,12,178.6,66,29.15,218.6,121,22.29,243.5,71,14.94,14.9,2,4.16,142,102,146,"No"
39,"married",1,78,"Automatic",29,"standard","Yes","No",3,0,80,7,272.1,69,44.4,188,100,19.39,296.2,43,16.72,7,5,1.96,104.9,185,94,"No"
63,"single",2,79,"Credit",13,"economy","Yes","Yes",4,30,146,16,132.9,38,21.67,326.4,92,30.9,172.8,89,10.91,6.5,4,1.8,68.6,206,232,"Yes"
61,"married",3,79,"Automatic",22,"standard","Yes","Yes",3,0,68,15,399.3,69,65.17,264.1,86,27.11,277.2,97,16.85,10.5,5,2.95,136.3,225,174,"Yes"
27,"divorced",4,79,"Check",11,"economy","Yes","No",0,0,205,4,150,62,24.49,118.7,86,10.96,312.3,65,17.57,8.6,6,2.42,163.7,116,234,"No"
64,"married",1,79,"Automatic",24,"standard","No","No",4,0,127,17,255.9,73,41.76,208.2,130,19.81,218.4,62,12.26,14.3,5,4.03,116.2,153,149,"Yes"
32,"single",3,79,"Automatic",10,"standard","Yes","No",1,28,106,11,158.7,58,25.9,225.3,74,23.22,253.5,78,15.46,13.6,4,3.83,117.8,181,242,"No"
70,"single",4,80,"Check",22,"standard","Yes","Yes",0,28,97,19,267.3,66,43.63,182.2,78,17.39,242.2,84,14.87,12,2,3.36,25.8,68,294,"No"
41,"divorced",1,80,"Automatic",19,"economy","Yes","No",1,0,167,6,241.3,66,39.38,136,111,15.54,255.7,73,14.42,12.2,2,3.44,187.9,127,86,"No"
64,"single",3,80,"Credit",8,"standard","Yes","No",1,0,0,22,167.8,59,27.37,143,106,13.38,236,98,14.52,6,5,1.69,101.6,171,227,"No"
54,"divorced",3,80,"Automatic",22,"standard","Yes","No",2,0,0,3,247.4,72,40.37,155.8,103,13.2,178,60,11.2,10.2,6,2.87,122.6,183,279,"No"
41,"married",5,81,"Automatic",31,"deluxe","Yes","Yes",2,32,223,6,211.9,66,34.58,129.9,78,15.97,212.7,44,12,11.4,8,3.18,165.4,169,250,"No"
32,"married",3,81,"Automatic",31,"economy","Yes","Yes",2,0,134,18,258.3,61,42.14,155.2,131,13.13,212,86,11.96,11.4,4,3.2,62.9,148,228,"No"
42,"married",1,81,"Automatic",18,"deluxe","Yes","No",0,0,167,4,304,79,49.62,114.4,88,10.45,252.8,85,14.26,11,2,3.08,179.9,161,211,"No"
41,"married",4,81,"Check",4,"standard","Yes","No",2,0,60,8,216,61,35.26,223.2,34,22.76,295.1,59,17.86,7.9,2,2.22,48.4,112,206,"No"
60,"married",3,81,"Automatic",28,"economy","Yes","Yes",1,0,0,2,393.8,70,64.27,184.6,60,20.44,226.4,116,12.72,11.1,13,3.12,190.4,173,148,"Yes"
41,"married",2,81,"Credit",11,"standard","Yes","No",2,0,82,19,322.7,66,52.67,203.5,102,22.29,266.7,54,16.25,8.7,7,2.45,44.4,201,205,"No"
22,"married",2,81,"Automatic",28,"economy","Yes","No",7,28,109,7,113.2,67,18.47,267.9,82,24.56,241.7,74,13.63,12.2,2,3.44,37.1,68,187,"Yes"
42,"married",5,81,"Automatic",1,"standard","Yes","Yes",3,0,0,5,171.6,73,28.01,138.3,111,14.22,168.7,65,9.52,11,6,3.08,97.6,123,213,"No"
40,"married",5,82,"Check",28,"standard","Yes","No",1,0,0,13,146.3,54,23.88,147.4,96,12.19,96.7,62,5.4,11.8,2,3.32,14.5,127,181,"No"
27,"married",3,82,"Automatic",12,"standard","Yes","No",0,0,178,2,258.1,82,42.12,171.5,137,18.85,206.3,71,11.64,9.4,5,2.65,136.3,178,175,"No"
34,"single",4,82,"Credit",11,"standard","Yes","No",0,23,176,13,322.3,72,52.61,277.4,76,27,254.1,59,14.34,14.2,4,4,41.9,166,234,"No"
34,"married",3,82,"Automatic",9,"economy","Yes","Yes",2,0,265,18,409.9,72,66.9,210.2,90,24.29,227,68,12.76,10.1,4,2.83,33.9,89,125,"Yes"
33,"married",1,82,"Automatic",7,"standard","Yes","Yes",2,0,234,4,239.4,62,39.07,260.3,88,24.02,272.1,94,15.3,8.6,5,2.42,183.1,188,150,"Yes"
30,"divorced",2,83,"Check",15,"standard","No","No",1,0,96,11,305.8,50,49.91,339.3,102,34.93,218.9,79,12.36,9,8,2.54,143.6,51,117,"Yes"
33,"divorced",5,83,"Automatic",22,"standard","Yes","No",0,41,0,7,294.4,40,48.05,208.2,102,22.85,260.8,96,15.86,9.6,6,2.68,140.4,74,130,"No"
66,"married",5,83,"Automatic",1,"standard","Yes","Yes",2,0,109,6,432.6,66,70.6,177.4,81,20.93,301.1,76,16.93,5.9,2,1.67,105.7,185,255,"Yes"
44,"married",5,83,"Automatic",28,"standard","Yes","No",1,38,78,18,342.2,59,55.85,176.8,98,16.85,110,69,6.2,11.7,7,3.26,175,129,287,"No"
31,"divorced",5,83,"Automatic",30,"standard","Yes","Yes",1,0,0,16,288,85,46.99,219.2,112,22.59,306.5,94,17.29,7.5,4,2.1,107.3,141,213,"No"
55,"married",4,83,"Automatic",32,"economy","Yes","Yes",0,0,103,18,419.5,68,68.47,197.1,106,21.48,247.7,88,15.18,8.9,5,2.48,112.1,172,222,"Yes"
53,"divorced",1,83,"Check",26,"standard","Yes","Yes",3,34,80,11,225,85,36.71,153.4,104,14.26,364,87,21.74,13.6,2,3.83,58.9,78,242,"No"
63,"single",3,84,"Automatic",24,"economy","No","Yes",0,0,119,3,339.4,70,55.39,213,58,24.84,220.3,94,13.58,13.8,5,3.84,141.2,205,99,"Yes"
35,"single",3,84,"Automatic",31,"standard","Yes","Yes",1,0,0,18,124.4,91,20.32,221,70,24,206.1,58,12.78,9.7,2,2.71,104.9,226,282,"No"
72,"divorced",4,84,"Check",15,"deluxe","Yes","No",1,0,100,7,196.9,59,32.12,218.2,129,20.93,183,73,10.28,12.4,8,3.47,62.9,198,306,"No"
31,"divorced",5,84,"Automatic",9,"deluxe","Yes","Yes",4,0,107,8,147.5,90,24.07,246.2,122,24.06,286.1,88,17.34,10.4,2,2.92,80.7,134,314,"Yes"
31,"divorced",1,84,"Automatic",12,"standard","Yes","Yes",6,0,103,21,178.3,54,29.11,183,72,16.17,240.9,67,14.8,7.8,2,2.2,86.3,165,174,"Yes"
48,"married",4,84,"Automatic",31,"economy","Yes","No",2,0,0,4,168.9,57,27.56,219,97,19.77,275.1,70,15.53,11.1,2,3.12,96.8,151,211,"No"
61,"married",1,84,"Check",3,"standard","No","Yes",4,0,0,22,290.5,39,47.41,109.8,110,12.68,186.1,48,11.65,10.1,4,2.83,72.6,64,173,"Yes"
56,"married",2,84,"Automatic",7,"standard","Yes","Yes",1,0,175,9,362.2,94,59.11,237.9,65,24.59,180.6,78,11.34,11.8,5,3.32,126.6,175,226,"Yes"
32,"single",4,84,"Automatic",25,"deluxe","Yes","No",2,33,116,3,167.1,62,27.28,283,102,31.77,261.8,74,14.77,11.8,5,3.3,27.4,114,255,"No"
56,"married",4,84,"Credit",32,"deluxe","Yes","No",1,0,70,4,261.9,58,42.76,185.5,69,21.84,171.9,86,9.65,13.6,5,3.83,74.2,118,140,"No"
25,"divorced",1,84,"Credit",11,"deluxe","No","No",1,0,82,13,375.8,42,61.33,273.4,111,28.15,173.9,65,9.8,12.5,6,3.5,175,212,182,"Yes"
41,"married",3,84,"Credit",30,"standard","Yes","Yes",0,0,116,10,280.8,64,45.82,302.7,130,29.85,258.1,80,14.51,11,2,3.07,193.6,77,149,"No"
61,"single",3,85,"Automatic",26,"standard","No","No",1,0,156,8,331.4,77,54.08,240.2,90,23.36,231.8,51,14.28,10.3,1,2.88,21,135,92,"Yes"
62,"single",5,85,"Automatic",17,"economy","Yes","No",1,0,97,3,235.3,50,38.4,269.1,77,28.85,97.4,70,6.64,16.9,2,4.72,48.4,156,87,"No"
63,"married",2,85,"Credit",30,"standard","Yes","No",3,20,198,19,220.1,69,35.93,173.8,125,19.42,25.4,78,1.37,9.9,4,2.77,67.8,205,136,"No"
43,"married",1,85,"Automatic",23,"standard","Yes","Yes",0,0,115,17,260.6,72,42.53,213.7,87,20.72,226.3,69,12.71,9.6,6,2.68,79,79,274,"No"
65,"single",5,85,"Automatic",14,"standard","Yes","Yes",2,0,198,20,346.3,46,56.51,214.7,114,19.17,290.7,83,16.34,10.2,6,2.87,163.7,139,162,"Yes"
68,"married",5,85,"Automatic",8,"economy","Yes","Yes",6,30,258,12,196.7,65,32.09,219.1,95,21.28,111.4,91,7.43,15.9,4,4.46,149.2,223,212,"Yes"
78,"single",2,85,"Check",7,"deluxe","Yes","No",1,0,55,4,280.5,44,45.78,235.7,102,22.64,253.8,66,14.27,10,5,2.8,134.7,97,302,"No"
48,"married",1,85,"Check",31,"deluxe","Yes","Yes",0,0,64,16,272.7,83,44.5,226.6,78,24.58,199.3,73,12.4,13,2,3.65,132.3,149,224,"No"
51,"married",4,86,"Automatic",10,"standard","Yes","No",6,0,227,15,85.8,57,14,177.5,113,15.36,221.7,49,12.44,5.9,6,1.67,143.6,122,164,"Yes"
33,"married",2,86,"Automatic",12,"deluxe","No","Yes",1,0,110,4,325.6,90,53.15,277.5,94,29.74,161.4,59,10.26,9.9,2,2.77,107.3,85,286,"Yes"
42,"married",3,86,"Automatic",22,"standard","Yes","Yes",2,12,186,4,386.7,59,63.1,183.8,93,19.04,258,99,15.71,6.6,5,1.87,56.5,66,122,"No"
28,"married",5,86,"Automatic",13,"economy","Yes","Yes",4,0,227,14,142.3,74,23.23,122.6,94,9.8,211.6,71,13.15,12.5,2,3.5,87.1,177,83,"Yes"
75,"married",1,86,"Automatic",8,"economy","Yes","Yes",2,0,74,11,321.5,66,52.48,276.4,88,31.26,224.9,79,12.64,7.9,2,2.22,35.5,92,319,"No"
49,"married",4,86,"Automatic",7,"standard","Yes","No",0,0,209,14,265.5,54,43.33,177.4,97,15.59,136.5,90,8.89,10.6,1,2.98,116.2,169,192,"No"
32,"married",3,86,"Credit",2,"standard","Yes","No",0,0,115,19,202.3,51,33.01,206.9,93,21.31,169.1,82,9.54,14.2,6,4,90.3,104,315,"No"
38,"married",2,86,"Credit",26,"standard","Yes","No",2,0,0,15,199.2,87,32.51,159,104,13.36,265.7,55,15,12.8,2,3.59,117.8,52,166,"No"
64,"married",3,87,"Automatic",11,"standard","Yes","Yes",0,0,25,5,309.5,43,50.52,206.4,118,18.49,184.8,78,10.43,15.2,2,4.26,160.5,200,240,"No"
37,"divorced",1,87,"Credit",14,"economy","Yes","No",2,0,234,14,213.2,68,34.79,180.7,91,17.32,164.8,95,9.24,12.2,5,3.44,98.4,218,121,"No"
36,"divorced",5,87,"Automatic",12,"standard","Yes","No",1,0,126,19,209.3,72,34.15,185.9,122,18.92,101.4,66,5.72,5.5,2,1.55,62.9,175,246,"No"
70,"divorced",2,87,"Automatic",21,"standard","Yes","No",1,0,84,20,179.9,41,29.35,234.2,108,23.88,239.8,83,13.54,10.4,5,2.92,144.4,51,171,"No"
